ACC_NUM,EPPI ID,Short Title,Title,Journal,Year,Date Assessed,Include,Reason,Country,Geographic Region,Site details,Comparator,Wetland Class,Saline or freshwater,Disturbance Category,Disturbance Type,Restoration time period,Restoration Activity,Time Since Restoration,Study Information,Notes,Measured Outcome,Other outcome,Multivariate community composition,Univariate diversity metric,Richness,Abundance/Density,Cover,Biomass,Stem density,Litter biomass,Canopy height/Structure,Primary Productivity,Body size,Bulk density,Soil Organic Matter,Organic carbon,Cation exchange capacity,Total carbon,Phosphorus,Microbial biomass,Physiochemical soil property,Soil nutrients,Carbon mineralization,Physiochemical water properties,Plant Tissues (chemical analysis),Eddy Flux measurements,GHG Emissions,Gross Ecosystem Productivity,Hydrology,Other,,,,,,
A330,715,Kimball and Able 2007,"Nekton utilization of intertidal salt marsh creeks: Tidal influences in natural Spartina, invasive Phragmites, and marshes treated for Phragmites removal
",Journal of Experimental Marine Biology and Ecology ,2007,19-Feb-24,Y,,USA,New Jersey ,Alloway Creek/Delaware Bay,"Disturbed, Restored, Reference",marsh,saline,Natural system modification,invasive species (Phragmites australis) ,1996-1998 ,treatment of Phragmites via herbicide and burning,6-8 years ,"Study Site: The study was conducted in the Alloway Creek watershed, located in the oligohaline portion of the Delaware Bay estuary. The watershed has a history of anthropogenic disturbance, primarily agriculture, leading to degradation of salt marshes and invasion of Phragmites. Restoration efforts to remove Phragmites began in 1996, resulting in three habitat types: natural Spartina-dominated marshes, treated marshes dominated by Spartina post-removal, and invasive Phragmites-dominated marshes.
Sampling: Two intertidal creeks were sampled in each habitat type (Spartina, Treated, and Phragmites), totaling six creeks. Sampling involved using a seine to collect nekton (fishes and crabs) from the mouth to 30 meters upstream in each creek. Three successive 10-meter seine hauls were conducted in each creek segment. Sampling occurred during four tide stages: Ebb 1, Ebb 2, Flood 1, and Flood 2. Sampling was done monthly from June to September 2004. Physical and environmental parameters such as temperature, salinity, and creek depth were also measured.
Statistical analysis: Abundance Analysis: Catch-per-unit-effort (CPUE) was calculated to compare species abundance among habitats and tide stages. A two-factor ANOVA was used to analyze CPUE, with tide and habitat as factors. Tukey–Kramer test was used for post hoc comparisons. Estuarine Nekton Categories: Individual species were assigned to estuarine categories (resident, transient, freshwater) according to previous literature.
Principal Component Analysis (PCA): PCA was used to examine nekton assemblage variability. Only species with a total abundance greater than 40 individuals were included in the PCA. PC1 was treated as a proxy for nekton assemblage. Length Analysis: Length (mean, range) of collected species was examined, with more extensive analyses conducted for species with the largest number of individuals measured.
Physical and Environmental Variables Analysis: Physical and environmental variables such as temperature, salinity, and depth were analyzed using a two-factor ANOVA with habitat and tide as factors. Tukey–Kramer test was used for post hoc comparisons.","intertidal creek is what they call site, does also say agricultural use of area resulted in degredation of wetland allowing for invasion and establishment of P. australis ",Macroinvertebrates,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,"catch per unit effort, length ",,,,,,
A330,715,Kimball and Able 2007,"Nekton utilization of intertidal salt marsh creeks: Tidal influences in natural Spartina, invasive Phragmites, and marshes treated for Phragmites removal
",Journal of Experimental Marine Biology and Ecology ,2007,19-Feb-24,Y,,USA,New Jersey ,Alloway Creek/Delaware Bay,"Disturbed, Restored, Reference",marsh,saline,Natural system modification,invasive species (Phragmites australis) ,1996-1998 ,treatment of Phragmites via herbicide and burning,6-8 years ,"Study Site: The study was conducted in the Alloway Creek watershed, located in the oligohaline portion of the Delaware Bay estuary. The watershed has a history of anthropogenic disturbance, primarily agriculture, leading to degradation of salt marshes and invasion of Phragmites. Restoration efforts to remove Phragmites began in 1996, resulting in three habitat types: natural Spartina-dominated marshes, treated marshes dominated by Spartina post-removal, and invasive Phragmites-dominated marshes.
Sampling: Two intertidal creeks were sampled in each habitat type (Spartina, Treated, and Phragmites), totaling six creeks. Sampling involved using a seine to collect nekton (fishes and crabs) from the mouth to 30 meters upstream in each creek. Three successive 10-meter seine hauls were conducted in each creek segment. Sampling occurred during four tide stages: Ebb 1, Ebb 2, Flood 1, and Flood 2. Sampling was done monthly from June to September 2004. Physical and environmental parameters such as temperature, salinity, and creek depth were also measured.
Statistical analysis: Abundance Analysis: Catch-per-unit-effort (CPUE) was calculated to compare species abundance among habitats and tide stages. A two-factor ANOVA was used to analyze CPUE, with tide and habitat as factors. Tukey–Kramer test was used for post hoc comparisons. Estuarine Nekton Categories: Individual species were assigned to estuarine categories (resident, transient, freshwater) according to previous literature.
Principal Component Analysis (PCA): PCA was used to examine nekton assemblage variability. Only species with a total abundance greater than 40 individuals were included in the PCA. PC1 was treated as a proxy for nekton assemblage. Length Analysis: Length (mean, range) of collected species was examined, with more extensive analyses conducted for species with the largest number of individuals measured.
Physical and Environmental Variables Analysis: Physical and environmental variables such as temperature, salinity, and depth were analyzed using a two-factor ANOVA with habitat and tide as factors. Tukey–Kramer test was used for post hoc comparisons.","intertidal creek is what they call site, does also say agricultural use of area resulted in degredation of wetland allowing for invasion and establishment of P. australis ",Abiotic,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,
A331,716,Kimball 2008,"Habitat ecology of intertidal nekton in southern New Jersey salt marshes: Tidal influences in natural and restored marshes
",PhD Thesis,2008,19-Feb-24,N,Relevant chapters published and already included above and below ,USA,New Jersey ,Delaware Bay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A332,717,"Kimball et al., 2010","Evaluation of Long-Term Response of Intertidal Creek Nekton to Phragmites australis (Common Reed) Removal in Oligohaline Delaware Bay Salt Marshes
",Restoration Ecology ,2010,19-Feb-24,Y,,USA,New Jersey ,Alloway Creek/Delaware Bay,"Disturbed, Restored, Reference",marsh,saline,Natural system modification,invasive species (Phragmites australis) ,1996-1998 ,treatment of Phragmites via herbicide and burning,1-9 years,"Study Site: The study was conducted in the Alloway Creek watershed, located in the oligohaline portion of the Delaware Bay estuary. The watershed has a history of anthropogenic disturbance, leading to salt marsh degradation and invasion by Phragmites. Restoration efforts included large-scale treatment for Phragmites removal in a portion of the watershed from 1996 to 1998, resulting in three habitat types: natural Spartina-dominated marshes, treated marshes dominated by Spartina post-removal, and invasive Phragmites-dominated marshes.
Sampling: Two intertidal marsh creeks were sampled in each marsh type (Spartina, Treated, and Phragmites), totaling six creeks. Sampling involved using weirs set at high tide and removed at low tide approximately 6 hours later. Sampling occurred monthly between May and November from 1999 to 2005. Physical and environmental parameters such as temperature, dissolved oxygen, and salinity were measured at the beginning of each sampling event.
Statistical analysis:  Nekton Assemblage Variability: Principal response curves (PRC) analysis was used to examine nekton assemblage change over time in different marsh types relative to a control (Spartina marshes). PRC analysis allows for a statistical comparison of treatment sites (Treated and Phragmites) with a control site (Spartina).
Abundance Analysis: Catch-per-unit-effort (CPUE) was compared among marsh types for individual species and all species combined. Species abundance was transformed prior to analysis, and a two-factor ANOVA was conducted with marsh type and year as factors.
Estuarine Nekton Categories: Individual species were assigned to estuarine categories (resident, transient, freshwater) for comparison of relative abundance.
Environmental Variables Analysis: Temperature, salinity, and dissolved oxygen were analyzed with a two-factor ANOVA with marsh type and year as factors.","intertidal creek is what they call site, does also say agricultural use of area resulted in degredation of wetland allowing for invasion and establishment of P. australis ",Fish,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,catch per unit effort ,,,,,,
A332,717,"Kimball et al., 2010","Evaluation of Long-Term Response of Intertidal Creek Nekton to Phragmites australis (Common Reed) Removal in Oligohaline Delaware Bay Salt Marshes
",Restoration Ecology ,2010,19-Feb-24,Y,,USA,New Jersey ,Alloway Creek/Delaware Bay,"Disturbed, Restored, Reference",marsh,saline,Natural system modification,invasive species (Phragmites australis) ,1996-1998 ,treatment of Phragmites via herbicide and burning,1-9 years,"Study Site: The study was conducted in the Alloway Creek watershed, located in the oligohaline portion of the Delaware Bay estuary. The watershed has a history of anthropogenic disturbance, leading to salt marsh degradation and invasion by Phragmites. Restoration efforts included large-scale treatment for Phragmites removal in a portion of the watershed from 1996 to 1998, resulting in three habitat types: natural Spartina-dominated marshes, treated marshes dominated by Spartina post-removal, and invasive Phragmites-dominated marshes.
Sampling: Two intertidal marsh creeks were sampled in each marsh type (Spartina, Treated, and Phragmites), totaling six creeks. Sampling involved using weirs set at high tide and removed at low tide approximately 6 hours later. Sampling occurred monthly between May and November from 1999 to 2005. Physical and environmental parameters such as temperature, dissolved oxygen, and salinity were measured at the beginning of each sampling event.
Statistical analysis:  Nekton Assemblage Variability: Principal response curves (PRC) analysis was used to examine nekton assemblage change over time in different marsh types relative to a control (Spartina marshes). PRC analysis allows for a statistical comparison of treatment sites (Treated and Phragmites) with a control site (Spartina).
Abundance Analysis: Catch-per-unit-effort (CPUE) was compared among marsh types for individual species and all species combined. Species abundance was transformed prior to analysis, and a two-factor ANOVA was conducted with marsh type and year as factors.
Estuarine Nekton Categories: Individual species were assigned to estuarine categories (resident, transient, freshwater) for comparison of relative abundance.
Environmental Variables Analysis: Temperature, salinity, and dissolved oxygen were analyzed with a two-factor ANOVA with marsh type and year as factors.","intertidal creek is what they call site, does also say agricultural use of area resulted in degredation of wetland allowing for invasion and establishment of P. australis ",Macroinvertebrates,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,catch per unit effort ,,,,,,
A332,717,"Kimball et al., 2010","Evaluation of Long-Term Response of Intertidal Creek Nekton to Phragmites australis (Common Reed) Removal in Oligohaline Delaware Bay Salt Marshes
",Restoration Ecology ,2010,19-Feb-24,Y,,USA,New Jersey ,Alloway Creek/Delaware Bay,"Disturbed, Restored, Reference",marsh,saline,Natural system modification,invasive species (Phragmites australis) ,1996-1998 ,treatment of Phragmites via herbicide and burning,1-9 years,"Study Site: The study was conducted in the Alloway Creek watershed, located in the oligohaline portion of the Delaware Bay estuary. The watershed has a history of anthropogenic disturbance, leading to salt marsh degradation and invasion by Phragmites. Restoration efforts included large-scale treatment for Phragmites removal in a portion of the watershed from 1996 to 1998, resulting in three habitat types: natural Spartina-dominated marshes, treated marshes dominated by Spartina post-removal, and invasive Phragmites-dominated marshes.
Sampling: Two intertidal marsh creeks were sampled in each marsh type (Spartina, Treated, and Phragmites), totaling six creeks. Sampling involved using weirs set at high tide and removed at low tide approximately 6 hours later. Sampling occurred monthly between May and November from 1999 to 2005. Physical and environmental parameters such as temperature, dissolved oxygen, and salinity were measured at the beginning of each sampling event.
Statistical analysis:  Nekton Assemblage Variability: Principal response curves (PRC) analysis was used to examine nekton assemblage change over time in different marsh types relative to a control (Spartina marshes). PRC analysis allows for a statistical comparison of treatment sites (Treated and Phragmites) with a control site (Spartina).
Abundance Analysis: Catch-per-unit-effort (CPUE) was compared among marsh types for individual species and all species combined. Species abundance was transformed prior to analysis, and a two-factor ANOVA was conducted with marsh type and year as factors.
Estuarine Nekton Categories: Individual species were assigned to estuarine categories (resident, transient, freshwater) for comparison of relative abundance.
Environmental Variables Analysis: Temperature, salinity, and dissolved oxygen were analyzed with a two-factor ANOVA with marsh type and year as factors.","intertidal creek is what they call site, does also say agricultural use of area resulted in degredation of wetland allowing for invasion and establishment of P. australis ",Abiotic,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,
A333,718,"Kindscher et al., 2004","Wetland vegetation response to the restoration of sheet flow at Cheyenne Bottoms, Kansas
",Restoration Ecology ,2004,19-Feb-24,N,Kansas - not geographically relevant ,USA,Kansas,Cheyenne Bottoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A334,720,Kinkead 2004,"Demographic responses of amphibians to wetland restoration in Carolina bays on the Savannah River Site
",PhD Thesis ,2004,19-Feb-24,N,South Carolina - not geographically relevant ,USA,South Carolina ,Savannah River ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A335,727,Klaus and Noss 2016,"Specialist and generalist amphibians respond to wetland restoration treatments
",Journal of Wildlife Management ,2016,19-Feb-24,N,South Carolina - not geographically relevant ,USA,South Carolina ,Francis Marion National Forest ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A336,728,Kleinhuizen 2015,"Presence of vegetation and tidal heights influence rates of denitrification in a natural and restored marsh in the northern Gulf of Mexico
",PhD Thesis,2015,19-Feb-24,N,Gulf of Mexico - not geographically relevant ,USA,Florida/Louisiana/Texas,Gulf of Mexico ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A337,729,Kleinhuizen and Mortazavi 2018,"Denitrification Capacity of a Natural and a Restored Marsh in the Northern Gulf of Mexico
",Environmental Management,2018,19-Feb-24,N,Gulf of Mexico - not geographically relevant ,USA,Florida/Louisiana/Texas,Gulf of Mexico ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A338,732,"Klocker et al., 2019","Nitrogen uptake and denitrification in restored and unrestored streams in urban Maryland, USA
",Aquatic Science ,2019,20-Feb-24,N,"compares two restored streams and two degraded urban streams in the Baltimore metropolitan area, no reference",USA,Maryland,Gwyns Falls/Gunpowder Falls watershed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A339,733,"Kluber et al., 2014","Multistate assessment of wetland restoration on CO2 and N2O emissions and soil bacterial communities
",Applied Soil Ecology ,2014,20-Feb-24,N,"Combines data for all 4 states, only interested in 2/4 ",USA,"Delaware, Maryland, Virginia, and North Carolina",,,,,,,,,,,"Did include despite geographic location because it was a good paper and I've included other papers from half of the states listed, thus they must be similar if theyre all being compared? My logic here ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A340,743,"Kolka et al., 2000","Influence of restoration and succession on bottomland hardwood hydrology
",Ecological Engineering,2000,20-Feb-24,N,South Carolina - not geographically relevant ,USA,South Carolina ,Savannah River ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A341,747,"Koontz et al., 2012","Nutrient Dynamics in a Restored Wetland
",Communications in Soil Science and Plant Analysis,2012,20-Feb-24,N,Not geographically relevant ,USA,Tennessee/Arkansas,Mississippi River ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A342,748,"Koontz et al., 2016","Aboveground Net Primary Productivity in a Riparian Wetland Following Restoration of Hydrology
",Biology ,2016,20-Feb-24,N,Not geographically relevant ,USA,Tennessee/Arkansas,Mississippi River ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A343,749,"Koskinen et al., 2017","Restoration of nutrient-rich forestry-drained peatlands poses a risk for high exports of dissolved organic carbon, nitrogen, and phosphorus
",Science of the Total Environment,2017,20-Feb-24,N,Finland - not geogrpahically relevant ,Finland ,Europe ,Northern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A344,750,"Kostecke et al., 2005","Macroinvertebrate response to cattail management at Cheyenne Bottoms, Kansas, USA
",Wetlands,2005,20-Feb-24,N,Kansas - not geographically relevant ,USA,Kansas,Cheyenne Bottoms Wildlife Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A345,751,"Kovalenko et al., 2013","Food web structure in oil sands reclaimed wetlands
",Ecological Applications,2013,20-Feb-24,N,,Canada,Alberta,Athabasca Oil Sands ,"Reference, Restored",wetland,freshwater,Energy production and mining,surface oil sand mining ,unclear,cessation of mining ,7-8+ years ,"Study Site: Athabasca Oil Sands Alberta Canada .Wetlands (CFRAW) collaborative research framework synthesized results from multiple recent projects. These projects aimed to understand carbon dynamics in wetlands constructed with and without the use of Oil Sands Processed Material (OSPM). The study area was located in northeastern Alberta, Canada, on Syncrude Canada Ltd. and Suncor Energy Inc. mine lease areas and in areas that had not yet been mined.
The wetlands were operationally classified as newly formed (7 years) or older (8+ years) at the time of sampling. Reference wetlands were intentionally constructed or formed opportunistically in depressions in the postmining landscape and contained freshwater from precipitation and runoff. OSPM wetlands were constructed with clay or a combination of clay, sand, and composite tailings as their base and filled with process waters originating from tailings ponds.
Sampling: Sampling was conducted for various components, including macrophytes, macroinvertebrates, microbial biomass and production, stable isotopes, and environmental parameters.
Statistical analysis: The data analysis included two-way ANOVAs for components like emergent and wet-meadow zone macrophyte biomass, CH4, bacterial production, and others. Nonparametric Mann-Whitney tests were used for data sets with significant departures from normality and homoscedasticity. Schematic flow charts were constructed for comparing OSPM and reference wetlands by expressing mean values for each compartment and available flow in the OSPM wetlands as a percentage of a corresponding compartment of the reference wetlands.

Stable isotopes were analyzed to derive additional measures of food web structure, comparing OSPM and reference wetlands. Trophic diversity of invertebrate consumers was estimated from the convex hull area in a d13C–d15N biplot space.

The study provided insights into carbon dynamics, food web structure, and reclamation strategies in oil sands wetlands, contributing to a better understanding of the ecological implications of oil sands extraction and reclamation efforts.","Not a great one, probably shouldn't have been included..compares naturally formed and oil sands-affected wetlands constructed in 1970-2004 in the postmining landscape",Macroinvertebrates,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A345,751,"Kovalenko et al., 2013","Food web structure in oil sands reclaimed wetlands
",Ecological Applications,2013,20-Feb-24,N,,Canada,Alberta,Athabasca Oil Sands ,"Reference, Restored",wetland,freshwater,Energy production and mining,surface oil sand mining ,unclear,cessation of mining ,7-8+ years ,"Study Site: Athabasca Oil Sands Alberta Canada .Wetlands (CFRAW) collaborative research framework synthesized results from multiple recent projects. These projects aimed to understand carbon dynamics in wetlands constructed with and without the use of Oil Sands Processed Material (OSPM). The study area was located in northeastern Alberta, Canada, on Syncrude Canada Ltd. and Suncor Energy Inc. mine lease areas and in areas that had not yet been mined.

The wetlands were operationally classified as newly formed (7 years) or older (8+ years) at the time of sampling. Reference wetlands were intentionally constructed or formed opportunistically in depressions in the postmining landscape and contained freshwater from precipitation and runoff. OSPM wetlands were constructed with clay or a combination of clay, sand, and composite tailings as their base and filled with process waters originating from tailings ponds.
Sampling: Sampling was conducted for various components, including macrophytes, macroinvertebrates, microbial biomass and production, stable isotopes, and environmental parameters.
Statistical analysis: The data analysis included two-way ANOVAs for components like emergent and wet-meadow zone macrophyte biomass, CH4, bacterial production, and others. Nonparametric Mann-Whitney tests were used for data sets with significant departures from normality and homoscedasticity. Schematic flow charts were constructed for comparing OSPM and reference wetlands by expressing mean values for each compartment and available flow in the OSPM wetlands as a percentage of a corresponding compartment of the reference wetlands.

Stable isotopes were analyzed to derive additional measures of food web structure, comparing OSPM and reference wetlands. Trophic diversity of invertebrate consumers was estimated from the convex hull area in a d13C–d15N biplot space.

The study provided insights into carbon dynamics, food web structure, and reclamation strategies in oil sands wetlands, contributing to a better understanding of the ecological implications of oil sands extraction and reclamation efforts.","Not a great one, probably shouldn't have been included..compares naturally formed and oil sands-affected wetlands constructed in 1970-2004 in the postmining landscape",Microbial,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,microbial production,,,,,,
A345,751,"Kovalenko et al., 2013","Food web structure in oil sands reclaimed wetlands
",Ecological Applications,2013,20-Feb-24,N,,Canada,Alberta,Athabasca Oil Sands ,"Reference, Restored",wetland,freshwater,Energy production and mining,surface oil sand mining ,unclear,cessation of mining ,7-8+ years ,"Study Site: Athabasca Oil Sands Alberta Canada .Wetlands (CFRAW) collaborative research framework synthesized results from multiple recent projects. These projects aimed to understand carbon dynamics in wetlands constructed with and without the use of Oil Sands Processed Material (OSPM). The study area was located in northeastern Alberta, Canada, on Syncrude Canada Ltd. and Suncor Energy Inc. mine lease areas and in areas that had not yet been mined.

The wetlands were operationally classified as newly formed (7 years) or older (8+ years) at the time of sampling. Reference wetlands were intentionally constructed or formed opportunistically in depressions in the postmining landscape and contained freshwater from precipitation and runoff. OSPM wetlands were constructed with clay or a combination of clay, sand, and composite tailings as their base and filled with process waters originating from tailings ponds.
Sampling: Sampling was conducted for various components, including macrophytes, macroinvertebrates, microbial biomass and production, stable isotopes, and environmental parameters.
Statistical analysis: The data analysis included two-way ANOVAs for components like emergent and wet-meadow zone macrophyte biomass, CH4, bacterial production, and others. Nonparametric Mann-Whitney tests were used for data sets with significant departures from normality and homoscedasticity. Schematic flow charts were constructed for comparing OSPM and reference wetlands by expressing mean values for each compartment and available flow in the OSPM wetlands as a percentage of a corresponding compartment of the reference wetlands.

Stable isotopes were analyzed to derive additional measures of food web structure, comparing OSPM and reference wetlands. Trophic diversity of invertebrate consumers was estimated from the convex hull area in a d13C–d15N biplot space.

The study provided insights into carbon dynamics, food web structure, and reclamation strategies in oil sands wetlands, contributing to a better understanding of the ecological implications of oil sands extraction and reclamation efforts.","Not a great one, probably shouldn't have been included..compares naturally formed and oil sands-affected wetlands constructed in 1970-2004 in the postmining landscape",Vegetation,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A345,751,"Kovalenko et al., 2013","Food web structure in oil sands reclaimed wetlands
",Ecological Applications,2013,20-Feb-24,N,,Canada,Alberta,Athabasca Oil Sands ,"Reference, Restored",wetland,freshwater,Energy production and mining,surface oil sand mining ,unclear,cessation of mining ,7-8+ years ,"Study Site: Athabasca Oil Sands Alberta Canada .Wetlands (CFRAW) collaborative research framework synthesized results from multiple recent projects. These projects aimed to understand carbon dynamics in wetlands constructed with and without the use of Oil Sands Processed Material (OSPM). The study area was located in northeastern Alberta, Canada, on Syncrude Canada Ltd. and Suncor Energy Inc. mine lease areas and in areas that had not yet been mined.

The wetlands were operationally classified as newly formed (7 years) or older (8+ years) at the time of sampling. Reference wetlands were intentionally constructed or formed opportunistically in depressions in the postmining landscape and contained freshwater from precipitation and runoff. OSPM wetlands were constructed with clay or a combination of clay, sand, and composite tailings as their base and filled with process waters originating from tailings ponds.
Sampling: Sampling was conducted for various components, including macrophytes, macroinvertebrates, microbial biomass and production, stable isotopes, and environmental parameters.
Statistical analysis: The data analysis included two-way ANOVAs for components like emergent and wet-meadow zone macrophyte biomass, CH4, bacterial production, and others. Nonparametric Mann-Whitney tests were used for data sets with significant departures from normality and homoscedasticity. Schematic flow charts were constructed for comparing OSPM and reference wetlands by expressing mean values for each compartment and available flow in the OSPM wetlands as a percentage of a corresponding compartment of the reference wetlands.

Stable isotopes were analyzed to derive additional measures of food web structure, comparing OSPM and reference wetlands. Trophic diversity of invertebrate consumers was estimated from the convex hull area in a d13C–d15N biplot space.

The study provided insights into carbon dynamics, food web structure, and reclamation strategies in oil sands wetlands, contributing to a better understanding of the ecological implications of oil sands extraction and reclamation efforts.","Not a great one, probably shouldn't have been included..compares naturally formed and oil sands-affected wetlands constructed in 1970-2004 in the postmining landscape",Zooplankton,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A345,751,"Kovalenko et al., 2013","Food web structure in oil sands reclaimed wetlands
",Ecological Applications,2013,20-Feb-24,N,,Canada,Alberta,Athabasca Oil Sands ,"Reference, Restored",wetland,freshwater,Energy production and mining,surface oil sand mining ,unclear,cessation of mining ,7-8+ years ,"Study Site: Athabasca Oil Sands Alberta Canada .Wetlands (CFRAW) collaborative research framework synthesized results from multiple recent projects. These projects aimed to understand carbon dynamics in wetlands constructed with and without the use of Oil Sands Processed Material (OSPM). The study area was located in northeastern Alberta, Canada, on Syncrude Canada Ltd. and Suncor Energy Inc. mine lease areas and in areas that had not yet been mined.
The wetlands were operationally classified as newly formed (7 years) or older (8+ years) at the time of sampling. Reference wetlands were intentionally constructed or formed opportunistically in depressions in the postmining landscape and contained freshwater from precipitation and runoff. OSPM wetlands were constructed with clay or a combination of clay, sand, and composite tailings as their base and filled with process waters originating from tailings ponds.
Sampling: Sampling was conducted for various components, including macrophytes, macroinvertebrates, microbial biomass and production, stable isotopes, and environmental parameters.
Statistical analysis: The data analysis included two-way ANOVAs for components like emergent and wet-meadow zone macrophyte biomass, CH4, bacterial production, and others. Nonparametric Mann-Whitney tests were used for data sets with significant departures from normality and homoscedasticity. Schematic flow charts were constructed for comparing OSPM and reference wetlands by expressing mean values for each compartment and available flow in the OSPM wetlands as a percentage of a corresponding compartment of the reference wetlands.

Stable isotopes were analyzed to derive additional measures of food web structure, comparing OSPM and reference wetlands. Trophic diversity of invertebrate consumers was estimated from the convex hull area in a d13C–d15N biplot space.

The study provided insights into carbon dynamics, food web structure, and reclamation strategies in oil sands wetlands, contributing to a better understanding of the ecological implications of oil sands extraction and reclamation efforts.","Not a great one, probably shouldn't have been included..compares naturally formed and oil sands-affected wetlands constructed in 1970-2004 in the postmining landscape",Abiotic,,,,,,,,,1,,1,,,1,,,1,,,,,,,,,,,,"stable isotope analysis, trophic diversity ",,,,,,
A346,752,Kowalski 2000,"Analysis of wetland plant communities and environmental conditions: A wetland restoration project in Seney National Wildlife Refuge
",Masters Thesis Chapter 3: Methods,2000,20-Feb-24,N,"Studies a wetland upstream and downstream of a constructed pool for differences, no real restoration activity ",USA,Michigan ,Seney National Wildlife Refuge ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A347,754,"Kramer et al., 1995","Reduction of Aedes dorsalis by enhancing tidal action in a northern California marsh
",Journal of the American Moquito Control Association,1995,20-Feb-24,N,"Pre and post-restoration, no reference ",USA,California,Contra Costa County ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A348,756,"Kreiling et al., 2013","Wetland Management Reduces Sediment and Nutrient Loading to the Upper Mississippi River
",Journal of Environmental Quality ,2013,20-Feb-24,Y,,USA,Wisconsin,Halfway Creek Marsh Complex ,"Reference, Restored",marsh,freshwater,Agriculture and aquaculture,land drained by ditching and dike construction for agricultural use ,1999,restoration of hydrology and management though manipulation of a stop-log structure,5-7 years ,"Study Site: The study focused on Halfway Creek and Sand Lake Coulee Creek watersheds in southwestern Wisconsin, near Onalaska. Land use in these watersheds is primarily agricultural and forested, with increasing commercial and residential development. The study site comprises a restored marsh and a natural marsh. The restored marsh was formerly drained for agricultural purposes and restored to capture sediments during increased flow periods and provide waterfowl habitat. The natural marsh has undergone some channel modifications and historical sedimentation.
Water Quality Monitoring: Continuous-record stream flow and water quality gauging stations were installed at various locations in Halfway Creek and Sand Lake Coulee Creek. Water samples were collected at regular intervals for analysis of nutrients (e.g., nitrogen and phosphorus) and sediment concentrations. Storm-event samples were automatically collected using refrigerated samplers triggered by stage changes. Samples were analyzed for various parameters, including total nitrogen, total phosphorus, ammonia, nitrate, and suspended sediment concentrations.
Load Estimation: Nutrient and sediment concentration data, along with stream discharge, were used to compute daily loads. The Graphical Constituent Loading Analysis System (GCLAS) was employed for load calculations.
Yearly loads were estimated by summing daily loads.
Retention of nutrients and sediment by the marsh complex was calculated as the difference between inputs and outputs.
Soil Characteristics and Marsh Complex: Denitrification and nitrification rates were measured using sediment cores collected from various locations within the marsh complex. Experiments were conducted to determine factors limiting denitrification rates. Soil excavation was performed in the restored marsh, and soil cores were analyzed for carbon, nitrogen, and phosphorus content.
Statistical Analysis: Data were analyzed for normality and homogeneity of variances. One-way and two-way ANOVAs were conducted to assess differences in denitrification and nitrification rates among sampling locations and periods. Tukey's method was used to test for significant differences among treatment means.
","The natural marsh remained in a relatively natural state; however, it was subjected to some channel modifi cation to increase water conveyance and has been aff ected by historical sedimentation of Halfway Creek. ",Abiotic,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,1,suspended sediment concentrations,,,,,,
